SecurityCode,Symbol,SecurityName,ISINNo,Sector,Industry,Exchange,Currency,GICS,Country
531335,ZYDUSWELL,ZYDUS WELLNESS LTD.-$,INE768C01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
532321,ZYDUSLIFE,Zydus Lifesciences Ltd,INE010B01027,Healthcare,Healthcare,NSE,INR,35,India
500780,ZUARIIND,Zuari Industries Ltd,INE217A01012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
534742,ZUARI,ZUARI AGRO CHEMICALS LTD.,INE840M01016,Commodities,Chemicals,NSE,INR,15101010,India
543320,ZOMATO,Zomato Ltd,INE758T01015,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
512587,ZODJRDMKJ,ZODIAC-JRD-MKJ LTD.,INE077B01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
503641,ZODIACVEN,Zodiac Ventures Limited,INE945J01027,Services,Services,NSE,INR,20201040,India
543416,ZODIAC,Zodiac Energy Ltd,INE761Y01019,Industrials,Construction,NSE,INR,20103010,India
521163,ZODIACLOTH,ZODIAC CLOTHING CO.LTD.,INE206B01013,Consumer Discretionary,Textiles,NSE,INR,25203030,India
541400,ZIMLAB,Zim Laboratories Ltd,INE518E01015,Healthcare,Healthcare,NSE,INR,35,India
533023,ZFCVINDIA,ZF Commercial Vehicle Control Systems India Ltd,INE342J01019,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
504067,ZENSARTECH,ZENSAR TECHNOLOGIES LTD.,INE520A01027,Information Technology,Information Technology,NSE,INR,25,India
532039,ZENOTECH,ZENOTECH LABORATORIES LTD.,INE486F01012,Healthcare,Healthcare,NSE,INR,35,India
530697,ZENLABS,Zenlabs Ethica Ltd,INE546F01013,Services,Services,NSE,INR,20201040,India
531845,ZENITHSTL,Zenith Steel Pipes & Industries Ltd-$,INE318D01020,Industrials,Capital Goods,NSE,INR,40203030,India
530665,ZENITHHE,ZENITH HEALTH CARE LTD.,INE812B01026,Healthcare,Healthcare,NSE,INR,35,India
514266,ZENIFIB,ZENITH FIBRES LTD.-$,INE106C01013,Consumer Discretionary,Textiles,NSE,INR,25203030,India
512553,ZENITHEXPO,ZENITH EXPORTS LTD.,INE058B01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
533339,ZENTEC,ZEN TECHNOLOGIES LTD.,INE251B01027,Industrials,Capital Goods,NSE,INR,40203030,India
532794,ZEEMEDIA,Zee Media Corporation Limited,INE966H01019,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
533287,ZEELEARN,ZEE LEARN LTD.,INE565L01011,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
505537,ZEEL,ZEE ENTERTAINMENT ENTERPRISES LTD.,INE256A01028,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
539963,ZEAL,Zeal Aqua Ltd,INE819S01025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
505163,ZFSTEERING,Z.F.STEERING GEAR (INDIA) LTD.-$,INE116C01012,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
536846,YURANUS,Yuranus Infrastructure Ltd,INE156M01017,Industrials,Construction,NSE,INR,20103010,India
522108,YUKEN,YUKEN INDIA LTD.-$,INE384C01016,Industrials,Capital Goods,NSE,INR,40203030,India
540550,YUG,Yug Decor Ltd,INE796W01019,Commodities,Chemicals,NSE,INR,15101010,India
530675,YORKEXP,YORK EXPORTS LTD.,INE057Q01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
522209,YOGISUNG,YOGI SUNG-WON (INDIA) LTD.,INE429B01011,Financial Services,Financial Services,NSE,INR,15,India
511702,YOGI,YOGI Ltd,INE290E01011,Financial Services,Financial Services,NSE,INR,40201020,India
532648,YESBANK,YES BANK LTD.,INE528G01035,Financial Services,Financial Services,NSE,INR,40201020,India
530063,YASHRAJC,YASHRAJ CONTAINEURS LTD.,INE095C01018,Industrials,Capital Goods,NSE,INR,40203030,India
541167,YASHO,Yasho Industries Ltd,INE616Z01012,Commodities,Chemicals,NSE,INR,15101010,India
512345,YASTF,YASH TRADING & FINANCE LTD.,INE745A01012,Financial Services,Financial Services,NSE,INR,40201020,India
516030,YASHPAKKA,Yash Pakka Ltd-$,INE551D01018,Commodities,Forest Materials,NSE,INR,151050,India
511601,YASHMGM,YASH MANAGEMENT & SATELLITE LTD.,INE216B01012,Services,Services,NSE,INR,20201040,India
523650,YASHINNO,Yash Innoventures Ltd,INE823D01011,Services,Services,NSE,INR,20201040,India
539939,YASHCHEM,Yash Chemex Ltd,INE571U01010,Commodities,Chemicals,NSE,INR,15101010,India
514378,YARNSYN,YARN SYNDICATE LTD.,INE564C01013,Services,Services,NSE,INR,20201040,India
511012,YAMNINV,YAMINI INVESTMENTS COMPANY LTD.,INE457N01025,Financial Services,Financial Services,NSE,INR,40201020,India
533520,YAARI,Yaari Digital Integrated Services Ltd,INE126M01010,Services,Services,NSE,INR,20201040,India
538521,YAANENT,Yaan Enterprises Ltd,INE969E01010,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
531225,XTGLOBAL,Xtglobal Infotech Ltd,INE547B01028,Information Technology,Information Technology,NSE,INR,45,India
590013,XPROINDIA,XPRO INDIA LTD.,INE445C01015,Industrials,Capital Goods,NSE,INR,40203030,India
542367,XELPMOC,Xelpmoc Design and Tech Ltd,INE01P501012,Information Technology,Information Technology,NSE,INR,45,India
532616,XCHANGING,XCHANGING SOLUTIONS LTD.,INE692G01013,Information Technology,Information Technology,NSE,INR,45,India
511147,WSFX,WSFx Global Pay Ltd,INE549D01012,Financial Services,Financial Services,NSE,INR,40201020,India
505872,WPIL,WPIL LTD.,INE765D01014,Industrials,Capital Goods,NSE,INR,40203030,India
538451,WORTH,Worth Investment & Trading Co Ltd,INE114O01012,Financial Services,Financial Services,NSE,INR,40201020,India
526525,WWALUM,Worldwide Aluminium Ltd,INE550D01010,Services,Services,NSE,INR,20201040,India
526959,WOODSVILA,WOODSVILLA LTD.,INE374J01020,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
538268,WONDERLA,Wonderla Holidays Ltd,INE066O01014,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
543449,WEL,Wonder Electricals Ltd,INE02WG01016,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
531396,WOMENNET,WOMEN NETWORKS LTD.,INE905B01010,Information Technology,Information Technology,NSE,INR,45,India
532300,WOCKPHARMA,WOCKHARDT LTD.,INE049B01025,Healthcare,Healthcare,NSE,INR,35,India
507817,WIREFABR,WIRES & FABRIKS (SA) LTD.,INE469D01013,Consumer Discretionary,Textiles,NSE,INR,25203030,India
507685,WIPRO,WIPRO LTD.,INE075A01022,Information Technology,Information Technology,NSE,INR,45,India
514470,WINSOMTX,WINSOME TEXTILE INDUSTRIES LTD.-$,INE837B01031,Consumer Discretionary,Textiles,NSE,INR,25203030,India
526471,WINSOMBR,WINSOME BREWERIES LTD.,INE391C01011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
512022,WINROC,WINRO COMMERCIAL (INDIA) LTD.,INE837E01019,Financial Services,Financial Services,NSE,INR,40201020,India
531337,WINPRO,WinPro Industries Ltd,INE974C01022,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
522029,WINDMACHIN,WINDSOR MACHINES LTD.,INE052A01021,Industrials,Capital Goods,NSE,INR,40203030,India
543329,WINDLAS*,Windlas Biotech Ltd,INE0H5O01029,Healthcare,Healthcare,NSE,INR,35,India
526586,WIMPLAST,WIM PLAST LTD.-$,INE015B01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
519214,WILLIMFI,WILLIAMSON FINANCIAL SERVICES LTD.,INE188E01017,Financial Services,Financial Services,NSE,INR,40201020,India
519224,WILLAMAGOR,WILLIAMSON MAGOR & COMPANY LTD.,INE210A01017,Financial Services,Financial Services,NSE,INR,40201020,India
542667,WORL,White Organic Retail Ltd,INE06CG01019,Services,Services,NSE,INR,20201040,India
513713,WHITEORG,White Organic Agro Ltd,INE146C01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
512431,WHITHAL,WHITE HALL COMMERCIAL CO.LTD.,INE416X01012,Services,Services,NSE,INR,20201040,India
500238,WHIRLPOOL,WHIRLPOOL OF INDIA LTD.,INE716A01013,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
590073,WHEELS,WHEELS INDIA LTD.,INE715A01015,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
505533,WESTLIFE,Westlife Foodworld Ltd,INE274F01020,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
504998,WMINIMT,WESTERN MINISTIL LTD.,INE187U01015,Industrials,Capital Goods,NSE,INR,40203030,India
538382,WESTLEIRES,West Leisure Resorts Ltd,INE266P01017,Financial Services,Financial Services,NSE,INR,40201020,India
500444,WSTCSTPAPR,WEST COAST PAPER MILLS LTD.,INE976A01021,Commodities,Forest Materials,NSE,INR,151050,India
532373,WEPSOLN,WEP SOLUTIONS LTD.,INE434B01029,Information Technology,Information Technology,NSE,INR,45,India
505412,WENDT,WENDT (INDIA) LTD.,INE274C01019,Industrials,Capital Goods,NSE,INR,40203030,India
526431,WELTI,WELTERMAN INTERNATIONAL LTD.,INE662D01013,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
500365,WELSPLSOL,Welspun Specialty Solutions Ltd,INE731F01037,Industrials,Capital Goods,NSE,INR,40203030,India
533252,WELINV,WELSPUN INVESTMENTS AND COMMERCIALS LTD.,INE389K01018,Financial Services,Financial Services,NSE,INR,40201020,India
514162,WELSPUNIND,WELSPUN INDIA LTD.,INE192B01031,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532553,WELENT,Welspun Enterprises Ltd,INE625G01013,Industrials,Construction,NSE,INR,20103010,India
532144,WELCORP,Welspun Corp Limited,INE191B01025,Industrials,Capital Goods,NSE,INR,40203030,India
531211,WELLNESS,WELLNESS NONI LTD.,INE571H01017,Financial Services,Financial Services,NSE,INR,40201020,India
524661,WELCURE,WELCURE DRUGS & PHARMACEUTICALS LTD.,INE331C01017,Healthcare,Healthcare,NSE,INR,35,India
504988,ZWELCAST,WELCAST STEELS LTD.,INE380G01015,Industrials,Capital Goods,NSE,INR,40203030,India
523011,WEIZMANIND,WEIZMANN LTD.,INE080A01014,Consumer Discretionary,Textiles,NSE,INR,25203030,India
517498,WEBELSOLAR,WEBSOL ENERGY SYSTEM LTD.,INE855C01015,Industrials,Capital Goods,NSE,INR,40203030,India
543535,WEWIN,We Win Ltd,INE082W01014,Services,Services,NSE,INR,20201040,India
523660,WATERBASE,WATERBASE LTD.,INE054C01015,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
508494,WARRENTEA,WARREN TEA LTD.-$,INE712A01012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
538970,WARDINMOBI,Wardwizard Innovations & Mobility Ltd,INE945P01024,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
539132,WARDWIZFBL,Wardwizard Foods and Beverages Ltd,INE761D01021,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
524212,WANBURY,WANBURY LTD.,INE107F01022,Healthcare,Healthcare,NSE,INR,35,India
532053,WALLFORT,WALLFORT FINANCIAL SERVICES LTD.,INE121B01014,Financial Services,Financial Services,NSE,INR,40201020,India
507410,WALCHANNAG,WALCHANDNAGAR INDUSTRIES LTD.,INE711A01022,Industrials,Capital Goods,NSE,INR,40203030,India
501370,WALCHPF,WALCHAND PEOPLEFIRST LTD.,INE695D01021,Services,Services,NSE,INR,20201040,India
503675,WAGEND,Wagend Infra Venture Limited,INE786K01023,Services,Services,NSE,INR,20201040,India
539337,WAAREE,Waaree Technologies Ltd,INE725P01012,Utilities,Power,NSE,INR,55103010,India
534618,WAAREERTL,Waaree Renewable Technologies Ltd,INE299N01013,Utilities,Power,NSE,INR,55103010,India
541445,WAA,Waa Solar Ltd,INE799N01012,Utilities,Power,NSE,INR,55103010,India
504220,WSIND,W.S.INDUSTRIES (INDIA) LTD.-$,INE100D01014,Industrials,Capital Goods,NSE,INR,40203030,India
501391,WHBRADY,W.H.BRADY & CO.LTD.,INE855A01019,Industrials,Capital Goods,NSE,INR,40203030,India
517399,VXLINSTR,VXL INSTRUMENTS LTD.,INE756A01019,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
532893,VTMLTD,VTM LTD.,INE222F01029,Consumer Discretionary,Textiles,NSE,INR,25203030,India
509966,VSTIND,VST INDUSTRIES LTD.,INE710A01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
519331,VSFPROJ,VSF PROJECTS LTD.,INE923K01014,Industrials,Construction,NSE,INR,20103010,India
531696,VSDCONF,VSD CONFIN LTD.,INE489F01016,Services,Services,NSE,INR,20201040,India
539118,VRLLOG,VRL Logistics Ltd,INE366I01010,Services,Services,NSE,INR,20201040,India
500575,VOLTAS,VOLTAS LTD.,INE226A01021,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
532757,VOLTAMP,VOLTAMP TRANSFORMERS LTD.,INE540H01012,Industrials,Capital Goods,NSE,INR,40203030,India
509038,VOLLF,VOLTAIRE LEASING & FINANCE LTD.,INE763D01019,Financial Services,Financial Services,NSE,INR,40201020,India
522122,VOITHPAPR,VOITH PAPER FABRICS INDIA LTD.-$,INE285C01015,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532822,IDEA,Vodafone Idea Ltd,INE669E01016,Telecommunication,Telecommunication,NSE,INR,5010,India
533427,VMS,VMS INDUSTRIES LTD.,INE932K01015,Services,Services,NSE,INR,20201040,India
534976,VMART,V-MART RETAIL LTD.,INE665J01013,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
511333,VLSFINANCE*,VLS FINANCE LTD.,INE709A01018,Financial Services,Financial Services,NSE,INR,40201020,India
509026,VJTFEDU,VJTF EDUSERVICES LTD.,INE117F01013,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
511509,VIVOBIOT,VIVO BIO TECH LTD.,INE380K01017,Healthcare,Healthcare,NSE,INR,35,India
542046,VIVIDM,Vivid Mercantile Ltd,INE647Z01017,Consumer Discretionary,Realty,NSE,INR,2550,India
524576,VIVIDIND,VIVID GLOBAL INDUSTRIES LTD.,INE737C01023,Commodities,Chemicals,NSE,INR,15101010,India
541735,VIVANTA,Vivanta Industries Ltd,INE299W01022,Industrials,Construction,NSE,INR,20103010,India
540823,VITESSE,Vitesse Agro Ltd,INE550U01014,Services,Services,NSE,INR,20201040,India
538565,VISTARAMAR,Vistar Amar Ltd,INE878P01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
524711,VISTAPH,VISTA PHARMACEUTICALS LTD.,INE427C01021,Healthcare,Healthcare,NSE,INR,35,India
531668,VISIONCO,VISION CORPORATION LTD.,INE661D01015,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
526441,VISIONCINE,VISION CINEMAS LTD.,INE515B01025,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
542852,VISHWARAJ,Vishwaraj Sugar Industries Ltd,INE430N01022,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
512064,VISVEN,Vishvprabha Ventures Ltd,INE762D01011,Services,Services,NSE,INR,20201040,India
516072,VISHNU,VISHNU CHEMICALS LTD.,INE270I01022,Commodities,Chemicals,NSE,INR,15101010,India
538598,VISHAL,Vishal Fabrics Ltd,INE755Q01025,Consumer Discretionary,Textiles,NSE,INR,25203030,India
539398,VISHALBL,Vishal Bearings Ltd,INE060T01024,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
532411,VISESHINFO,VISESH INFOTECNICS LTD.,INE861A01058,Telecommunication,Telecommunication,NSE,INR,5010,India
540097,VISCO,Visco Trade Associates Ltd,INE890S01018,Financial Services,Financial Services,NSE,INR,40201020,India
509055,VISAKAIND,VISAKA INDUSTRIES LTD.,INE392A01013,Commodities,Construction Materials,NSE,INR,15102010,India
506146,VIVIDHA,VISAGAR POLYTEX LTD.,INE370E01029,Consumer Discretionary,Textiles,NSE,INR,25203030,India
531025,VISAGAR,VISAGAR FINANCIAL SERVICES LTD.,INE309H01038,Financial Services,Financial Services,NSE,INR,40201020,India
532721,VISASTEEL,VISA STEEL LTD.,INE286H01012,Commodities,Metals & Mining,NSE,INR,151040,India
512479,VIRYA,Virya Resources Ltd,INE661K01010,Consumer Discretionary,Realty,NSE,INR,2550,India
543597,VOEPL,Virtuoso Optoelectronics Ltd,INE0I0T01010,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
531126,VIRTUALS,VIRTUALSOFT SYSTEMS LTD.,INE237C01016,Information Technology,Information Technology,NSE,INR,45,India
534741,VIRTUALG,VIRTUAL GLOBAL EDUCATION LTD.,INE247C01023,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
532372,VIRINCHI,Virinchi Ltd,INE539B01017,Information Technology,Information Technology,NSE,INR,45,India
532354,VIRGOGLOB,Virgo Global Ltd,INE400B01020,Information Technology,Information Technology,NSE,INR,45,India
530521,VIRAT,VIRAT INDUSTRIES LTD.,INE467D01017,Consumer Discretionary,Textiles,NSE,INR,25203030,India
519457,VIRATCRA,VIRAT CRANE INDUSTRIES LTD.,INE295C01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
530627,VIPULORG,Vipul Organics Ltd,INE834D01018,Commodities,Chemicals,NSE,INR,15101010,India
511726,VIPUL,VIPUL LTD.,INE946H01037,Consumer Discretionary,Realty,NSE,INR,2550,India
514302,VIPPYSP,VIPPY SPINPRO LTD.,INE660D01017,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532613,VIPCLOTHNG,VIP Clothing Ltd,INE450G01024,Consumer Discretionary,Textiles,NSE,INR,25203030,India
530401,VINYOFL,VINYOFLEX LTD.,INE526H01011,Commodities,Chemicals,NSE,INR,15101010,India
524129,VINYLINDIA,VINYL CHEMICALS (INDIA) LTD.,INE250B01029,Commodities,Chemicals,NSE,INR,15101010,India
517393,VINTRON,VINTRON INFORMATICS LTD.,INE043B01028,Information Technology,Information Technology,NSE,INR,45,India
531051,VINTAGES,VINTAGE SECURITIES LTD.,INE153C01015,Financial Services,Financial Services,NSE,INR,40201020,India
538920,VINCOFE,Vintage Coffee And Beverages Ltd,INE498Q01014,Services,Services,NSE,INR,20201040,India
543670,VINNY,Vinny Overseas Ltd,INE01KI01027,Consumer Discretionary,Textiles,NSE,INR,25203030,India
543298,VINEETLAB,Vineet Laboratories Ltd,INE505Y01010,Healthcare,Healthcare,NSE,INR,35,India
517015,VINDHYATEL,VINDHYA TELELINKS LTD.,INE707A01012,Telecommunication,Telecommunication,NSE,INR,5010,India
534639,VINAYAKPOL,VINAYAK POLYCON INTERNATIONAL LTD.,INE581M01016,Industrials,Capital Goods,NSE,INR,40203030,India
524200,VINATIORGA,VINATI ORGANICS LTD.-$,INE410B01037,Commodities,Chemicals,NSE,INR,15101010,India
524394,VIMTALABS,VIMTA LABS LTD.-$,INE579C01029,Healthcare,Healthcare,NSE,INR,35,India
506196,VIKSHEN,VIKSIT ENGINEERING LTD.,INE965V01012,Services,Services,NSE,INR,20201040,India
530477,VIKRAMTH,VIKRAM THERMO (INDIA) LTD.,INE337E01010,Commodities,Chemicals,NSE,INR,15101010,India
519307,VIKASWSP,VIKAS WSP LTD.,INE706A01022,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
542655,VIKASLIFE,Vikas Lifecare Ltd,INE161L01027,Services,Services,NSE,INR,20201040,India
530961,VIKASECO,Vikas EcoTech Ltd,INE806A01020,Commodities,Chemicals,NSE,INR,15101010,India
531334,VIKALPS,VIKALP SECURITIES LTD.,INE186E01011,Services,Services,NSE,INR,20201040,India
537820,VFL,Viji Finance Ltd,INE159N01027,Financial Services,Financial Services,NSE,INR,40201020,India
543350,VIJAYA,Vijaya Diagnostic Centre Ltd,INE043W01024,Healthcare,Healthcare,NSE,INR,35,India
530151,VIJAYTX,VIJAY TEXTILES LTD.,INE256G01033,Consumer Discretionary,Textiles,NSE,INR,25203030,India
531069,VIJSOLX,VIJAY SOLVEX LTD.,INE362D01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
539659,VIDLI,Vidli Restaurants Ltd,INE564S01019,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
531717,VIDHIING,Vidhi Specialty Food Ingredients Ltd-$,INE632C01026,Commodities,Chemicals,NSE,INR,15101010,India
503349,VICTMILL,VICTORIA MILLS LTD.,INE203D01016,Consumer Discretionary,Realty,NSE,INR,2550,India
538732,VGCL,Vibrant Global Capital Ltd,INE761Q01015,Financial Services,Financial Services,NSE,INR,40201020,India
537524,VIAANINDUS,Viaan Industries Ltd,INE324N01027,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
532953,VGUARD,V-GUARD INDUSTRIES LTD.,INE951I01027,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
539331,VETO,Veto Switchgears and Cables Ltd,INE918N01018,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
520113,VESUVIUS,VESUVIUS INDIA LTD.,INE386A01015,Industrials,Capital Goods,NSE,INR,40203030,India
531950,VERTEX,VERTEX SECURITIES LTD.,INE316D01024,Financial Services,Financial Services,NSE,INR,40201020,India
512229,VERITAS,VERITAS (INDIA) LTD.,INE379J01029,Services,Services,NSE,INR,20201040,India
543514,VERANDA,Veranda Learning Solutions Ltd,INE0IQ001011,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
526953,VENUSREM,VENUS REMEDIES LTD.,INE411B01019,Healthcare,Healthcare,NSE,INR,35,India
543528,VENUSPIPES,Venus Pipes & Tubes Ltd,INE0JA001018,Industrials,Capital Goods,NSE,INR,40203030,India
516098,VENTURA,VENTURA TEXTILES LTD.,INE810C01044,Consumer Discretionary,Textiles,NSE,INR,25203030,India
512060,SHYAM,VENTURA GUARANTY LTD.,INE139J01019,Services,Services,NSE,INR,20201040,India
524038,VENLONENT,VENLON ENTERPRISES LTD.,INE204D01022,Commodities,Chemicals,NSE,INR,15101010,India
523261,VENKYS,VENKY'S (INDIA) LTD.,INE398A01010,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
506178,VELOXIND,Velox Industries Ltd,INE092P01017,Services,Services,NSE,INR,20201040,India
505232,VELJAN,Veljan Denison Limited,INE232E01013,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
526755,VELHO,VELAN HOTELS LTD.,INE548D01014,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
543545,VEERKRUPA,Veerkrupa Jewellers Ltd,INE0ID001016,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
511523,VEERHEALTH,Veerhealth Care Limited,INE882C01035,Healthcare,Healthcare,NSE,INR,35,India
540252,VSL,Veeram Securities Ltd,INE607V01028,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
543241,VGIL,Veer Global Infraconstruction Ltd,INE244W01010,Consumer Discretionary,Realty,NSE,INR,2550,India
503657,VEERENRGY,VEER ENERGY & INFRASTRUCTURE LTD.,INE255E01030,Utilities,Power,NSE,INR,55103010,India
522267,VJLAXMIE,VEEJAY LAKSHMI ENGINEERING WORKS LTD.-$,INE466D01019,Industrials,Capital Goods,NSE,INR,40203030,India
533056,VEDAVAAG,VEDAVAAG SYSTEMS LTD.,INE359B01010,Information Technology,Information Technology,NSE,INR,45,India
500295,VEDL,Vedanta Limited,INE205A01025,Commodities,Metals & Mining,NSE,INR,151040,India
543463,MANYAVAR,Vedant Fashions Ltd,INE825V01034,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
543623,VEDANTASSET,Vedant Asset Ltd,INE0NC801013,Financial Services,Financial Services,NSE,INR,40201020,India
536672,VCU,VCU Data Management Ltd,INE962O01014,Information Technology,Information Technology,NSE,INR,45,India
511493,VCKCAP,VCK CAPITAL MARKET SERVICES LTD.,INE488C01015,Financial Services,Financial Services,NSE,INR,40201020,India
542803,VEL,Vaxfab Enterprises Ltd,INE560T01015,Services,Services,NSE,INR,20201040,India
533576,VASWANI,VASWANI INDUSTRIES LTD.,INE590L01019,Commodities,Metals & Mining,NSE,INR,151040,India
538634,VRL,Vasundhara Rasayans Ltd,INE406F01010,Healthcare,Healthcare,NSE,INR,35,India
539291,VASUDHAGAM,Vasudhagama Enterprises Ltd,INE583K01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
533156,VASCONEQ,Vascon Engineers Ltd,INE893I01013,Industrials,Construction,NSE,INR,20103010,India
531574,VASINFRA,VAS INFRASTRUCTURE LTD.,INE192C01013,Consumer Discretionary,Realty,NSE,INR,2550,India
512511,VARUNME,VARUN MERCANTILE LTD.,INE442U01014,Services,Services,NSE,INR,20201040,India
540180,VBL,Varun Beverages Ltd,INE200M01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
541578,VARROC,Varroc Engineering Ltd,INE665L01035,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
540570,VARIMAN,Variman Global Enterprises Ltd,INE717F01028,Services,Services,NSE,INR,20201040,India
502986,VTL,VARDHMAN TEXTILES LTD.,INE825A01020,Consumer Discretionary,Textiles,NSE,INR,25203030,India
534392,VSSL,VARDHMAN SPECIAL STEELS LTD.,INE050M01012,Industrials,Capital Goods,NSE,INR,40203030,India
514175,VARDMNPOLY,VARDHMAN POLYTEX LTD.,INE835A01011,Consumer Discretionary,Textiles,NSE,INR,25203030,India
500439,VHL,VARDHMAN HOLDINGS LTD.,INE701A01023,Financial Services,Financial Services,NSE,INR,40201020,India
531444,VARDHMAN,Vardhman Concrete Limited,INE115C01014,Commodities,Construction Materials,NSE,INR,15102010,India
542931,VARDHANCFL,Vardhan Capital & Finance Ltd,INE128G01018,Financial Services,Financial Services,NSE,INR,40201020,India
502589,VAPIPPR,VAPI PAPER MILLS LTD.,INE464D01014,Commodities,Forest Materials,NSE,INR,151050,India
539761,VKAL,Vantage Knowledge Academy Ltd,INE427T01017,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
540729,VANTABIO,Vanta Bioscience Ltd,INE695X01011,Healthcare,Healthcare,NSE,INR,35,India
538918,VANICOM,Vani Commercials Ltd,INE661Q01017,Financial Services,Financial Services,NSE,INR,40201020,India
532090,VANDANA,VANDANA KNITWEAR LTD.,INE219M01021,Consumer Discretionary,Textiles,NSE,INR,25203030,India
530369,VAMSHIRU,VAMSHI RUBBER LTD.,INE380C01014,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
512175,VAMA,VAMA INDUSTRIES LTD.,INE685D01022,Information Technology,Information Technology,NSE,INR,45,India
530459,VALSONQ,VALSON INDUSTRIES LTD.-$,INE808A01018,Consumer Discretionary,Textiles,NSE,INR,25203030,India
539543,VALLEY,Valley Magnesite Company Ltd,INE834E01016,Financial Services,Financial Services,NSE,INR,40201020,India
513397,VALLABHSQ,VALLABH STEELS LTD.-$,INE457E01016,Industrials,Capital Goods,NSE,INR,40203030,India
540145,VALIANTORG,Valiant Organics Ltd,INE565V01010,Commodities,Chemicals,NSE,INR,15101010,India
526775,VALIANT,VALIANT COMMUNICATIONS LTD.-$,INE760B01019,Telecommunication,Telecommunication,NSE,INR,5010,India
539402,VAL,Vaksons Automobiles Ltd,INE256S01012,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
