SecurityCode,Symbol,SecurityName,ISINNo,Sector,Industry,Exchange,Currency,GICS,Country
507180,KESARENT,KESAR ENTERPRISES LTD.-$,INE133B01019,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
532686,KERNEX,KERNEX MICROSYSTEMS (INDIA) LTD.,INE202H01019,Services,Services,NSE,INR,20201040,India
530163,KERALAYUR,KERALA AYURVEDA LTD.,INE817B01025,Healthcare,Healthcare,NSE,INR,35,India
540953,KENVI,Kenvi Jewels Ltd,INE923Y01015,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
505890,KENNAMET,KENNAMETAL INDIA LTD.-$,INE717A01029,Industrials,Capital Goods,NSE,INR,40203030,India
506530,KEMP,KEMP & COMPANY LTD.,INE060E01018,Services,Services,NSE,INR,20201040,India
531163,KEMISTAR,Kemistar Corporation Limited,INE971L01029,Commodities,Chemicals,NSE,INR,15101010,India
506528,KELENRG,KELTECH ENERGIES LTD.,INE881E01017,Commodities,Chemicals,NSE,INR,15101010,India
519602,KELLTONTEC,Kellton Tech Solutions Ltd.,INE164B01022,Information Technology,Information Technology,NSE,INR,45,India
517569,KEI,KEI INDUSTRIES LTD.,INE878B01027,Industrials,Capital Goods,NSE,INR,40203030,India
518011,KEERTHI,KEERTHI INDUSTRIES LTD.,INE145L01012,Commodities,Construction Materials,NSE,INR,15102010,India
508993,KEDIACN,KEDIA CONSTRUCTION CO.LTD.,INE511J01027,Consumer Discretionary,Realty,NSE,INR,2550,India
532714,KEC,KEC INTERNATIONAL LTD.,INE389H01022,Industrials,Capital Goods,NSE,INR,40203030,India
532054,KDDL,KDDL LTD.-$,INE291D01011,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
540385,KDLL,KD Leisures Ltd,INE081R01016,Financial Services,Financial Services,NSE,INR,40201020,India
531784,KCLINFRA,KCL Infra Projects Ltd,INE469F01026,Industrials,Construction,NSE,INR,20103010,India
540696,KCDGROUP,KCD Industries India Ltd,INE185U01035,Services,Services,NSE,INR,20201040,India
530357,KBSINDIA,KBS INDIA LIMITED,INE883D01023,Financial Services,Financial Services,NSE,INR,40201020,India
541161,KBCGLOBAL,KBC Global Ltd,INE278R01034,Consumer Discretionary,Realty,NSE,INR,2550,India
543664,KAYNES,Kaynes Technology India Ltd,INE918Z01012,Industrials,Capital Goods,NSE,INR,40203030,India
504084,KAYCEEI,KAYCEE INDUSTRIES LTD.,INE813G01015,Industrials,Capital Goods,NSE,INR,40203030,India
539276,KAYA,Kaya Ltd,INE587G01015,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
530255,KAYPOWR,KAY POWER AND PAPER LTD.,INE961B01013,Commodities,Forest Materials,NSE,INR,151050,India
590041,KAVVERITEL,KAVVERI TELECOM PRODUCTS LTD.-$,INE641C01019,Telecommunication,Telecommunication,NSE,INR,5010,India
532899,KSCL,KAVERI SEED COMPANY LTD.,INE455I01029,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
532925,KAUSHALYA,KAUSHALYA INFRASTRUCTURE DEVELOPMENT CORPORATION LTD.,INE234I01010,Industrials,Construction,NSE,INR,20103010,India
502933,KATRSPG,KATARE SPINNING MILLS LTD.,INE498G01015,Consumer Discretionary,Textiles,NSE,INR,25203030,India
531960,KASHYAP,Kashyap Tele-Medicines Ltd,INE108B01029,Information Technology,Information Technology,NSE,INR,45,India
590003,KARURVYSYA,KARUR VYSYA BANK LTD.,INE036D01028,Financial Services,Financial Services,NSE,INR,40201020,India
537784,KCSL,Karnimata Cold Storage Ltd,INE576P01019,Services,Services,NSE,INR,20201040,India
538928,KARNAVATI,Karnavati Finance Ltd,INE554R01020,Financial Services,Financial Services,NSE,INR,40201020,India
532652,KTKBANK,KARNATAKA BANK LTD.,INE614B01018,Financial Services,Financial Services,NSE,INR,40201020,India
533451,KARMAENG,KARMA ENERGY LTD.,INE725L01011,Utilities,Power,NSE,INR,55103010,India
512036,KAPILCO,KAPIL COTEX LTD.,INE393H01016,Consumer Discretionary,Textiles,NSE,INR,25203030,India
540515,KANUNGO,Kanungo Financiers Ltd,INE453S01015,Financial Services,Financial Services,NSE,INR,40201020,India
500165,KANSAINER,KANSAI NEROLAC PAINTS LTD.,INE531A01024,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
507779,KANPRPLA,KANPUR PLASTIPACK LTD.,INE694E01014,Industrials,Capital Goods,NSE,INR,40203030,India
506525,KANORICHEM,KANORIA CHEMICALS & INDUSTRIES LTD.,INE138C01024,Commodities,Chemicals,NSE,INR,15101010,India
513456,KANSHST,KANISHK STEEL INDUSTRIES LTD.,INE791E01018,Industrials,Capital Goods,NSE,INR,40203030,India
500236,KANELIND,Kanel Industries Limited,INE252C01015,Services,Services,NSE,INR,20201040,India
521242,KANDAGIRI,KANDAGIRI SPINNING MILLS LTD.-$,INE292D01019,Consumer Discretionary,Textiles,NSE,INR,25203030,India
541005,KANCOTEA,Kanco Tea & Industries Ltd,INE398L01017,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
538896,KANCHI,Kanchi Karpooram Ltd,INE081G01019,Commodities,Chemicals,NSE,INR,15101010,India
506184,KANANIIND,KANANI INDUSTRIES LTD.,INE879E01037,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
543747,KAMOPAINTS,Kamdhenu Ventures Ltd,INE0BTI01029,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
532741,KAMDHENU,Kamdhenu Ltd,INE390H01012,Industrials,Capital Goods,NSE,INR,40203030,India
526668,KAMATHOTEL,KAMAT HOTELS (INDIA) LTD.,INE967C01018,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
511131,KAMANWALA,KAMANWALA HOUSING CONSTRUCTION LTD.,INE344D01018,Consumer Discretionary,Realty,NSE,INR,2550,India
514322,KAMADGIRI,KAMADGIRI FASHION LTD.-$,INE535C01013,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532468,KAMAHOLD,Kama Holdings Limited-$,INE411F01010,Financial Services,Financial Services,NSE,INR,40201020,India
500235,KSL,KALYANI STEELS LTD.,INE907A01026,Commodities,Metals & Mining,NSE,INR,151040,India
533302,KICL,KALYANI INVESTMENT COMPANY LTD.,INE029L01018,Financial Services,Financial Services,NSE,INR,40201020,India
513509,KALYANIFRG,KALYANI FORGE LTD.,INE314G01014,Industrials,Capital Goods,NSE,INR,40203030,India
543278,KALYANKJIL,Kalyan Jewellers India Ltd,INE303R01014,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
522287,KALPATPOWR,KALPATARU POWER TRANSMISSION LTD.,INE220B01022,Industrials,Construction,NSE,INR,20103010,India
530201,KALLAM,Kallam Textiles Ltd-$,INE629F01025,Consumer Discretionary,Textiles,NSE,INR,25203030,India
521054,KAKTEX,KAKATIYA TEXTILES LTD.,INE092E01011,Consumer Discretionary,Textiles,NSE,INR,25203030,India
500234,KAKATCEM,KAKATIYA CEMENT SUGAR & INDUSTRIES LTD.,INE437B01014,Commodities,Construction Materials,NSE,INR,15102010,India
500233,KAJARIACER,KAJARIA CERAMICS LTD.,INE217B01036,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
531780,KACL,Kaiser Corporation Limited,INE229G01022,Services,Services,NSE,INR,20201040,India
504840,KAIRA,KAIRA CAN CO.LTD.,INE375D01012,Industrials,Capital Goods,NSE,INR,40203030,India
531778,KACHCHH,KACHCHH MINERALS LTD.,INE059E01010,Commodities,Metals & Mining,NSE,INR,151040,India
524675,KABSON,KABSONS INDUSTRIES LTD.,INE645C01010,Services,Services,NSE,INR,20201040,India
524109,KABRAEXTRU,KABRA EXTRUSIONTECHNIK LTD.,INE900B01029,Industrials,Capital Goods,NSE,INR,40203030,India
539393,KCL,Kabra Commercial Ltd,INE926E01010,Energy,Oil& Gas & Consumable Fuels,NSE,INR,10101020,India
540756,KAARYAFSL,Kaarya Facilities and Services Ltd,INE282Y01016,Services,Services,NSE,INR,20201040,India
511728,KZLFIN,K.Z.LEASING & FINANCE LTD.,INE006C01015,Financial Services,Financial Services,NSE,INR,40201020,India
532889,KPRMILL,K.P.R. Mill Limited,INE930H01031,Consumer Discretionary,Textiles,NSE,INR,25203030,India
539686,KPEL,K.P. Energy Ltd,INE127T01021,Utilities,Power,NSE,INR,55103010,India
500239,KGDENIM,KG DENIM LTD.,INE104A01012,Consumer Discretionary,Textiles,NSE,INR,25203030,India
590066,KCP,K.C.P.LTD.,INE805C01028,Commodities,Construction Materials,NSE,INR,15102010,India
532673,KMSUGAR,K.M.SUGAR MILLS LTD.,INE157H01023,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
514360,KRRAIL,K&R Rail Engineering Ltd,INE078T01026,Industrials,Construction,NSE,INR,20103010,India
503669,KKFIN,K K Fincorp Limited,INE509J01013,Services,Services,NSE,INR,20201040,India
533192,KCPSUGIND,KCP SUGAR & INDUSTRIES CORPORATION LTD.,INE790B01024,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
513250,JYOTISTRUC,JYOTI STRUCTURES LTD.,INE197A01024,Industrials,Capital Goods,NSE,INR,40203030,India
514448,JYOTIRES,JYOTI RESINS & ADHESIVES LTD.,INE577D01013,Commodities,Chemicals,NSE,INR,15101010,India
504076,JYOTI,JYOTI LTD.-$,INE511D01012,Industrials,Capital Goods,NSE,INR,40203030,India
532926,JYOTHYLAB,Jyothy Labs Ltd,INE668F01031,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
542544,JYOTIN,Jyot International Marketing Ltd,INE043R01016,Financial Services,Financial Services,NSE,INR,40201020,India
531035,JRELTD,Justride Enterprises Ltd,INE432F01024,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
535648,JUSTDIAL,JUST DIAL LTD.,INE599M01018,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
533272,JWL,Jupiter Wagons Ltd,INE209L01016,Industrials,Capital Goods,NSE,INR,40203030,India
534623,JUPITERIN,JUPITER INFOMEDIA LTD.,INE524N01014,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
507987,JPTRLES,JUPITER INDUSTRIES & LEASING LTD.,INE990E01016,Financial Services,Financial Services,NSE,INR,40201020,India
511060,JUMBFNL,JUMBO FINANCE LTD.,INE122N01017,Services,Services,NSE,INR,20201040,India
516078,JUMBO,JUMBO BAG LTD.,INE699D01015,Industrials,Capital Goods,NSE,INR,40203030,India
530019,JUBLPHARMA,Jubilant Pharmova Ltd,INE700A01033,Healthcare,Healthcare,NSE,INR,35,India
543271,JUBLINGREA,Jubilant Ingrevia Ltd,INE0BY001018,Commodities,Chemicals,NSE,INR,15101010,India
533320,JUBLINDS,JUBILANT INDUSTRIES LTD.,INE645L01011,Commodities,Chemicals,NSE,INR,15101010,India
533155,JUBLFOOD,Jubilant FoodWorks Ltd,INE797F01020,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
534600,JTLIND,JTL Industries Ltd,INE391J01024,Industrials,Capital Goods,NSE,INR,40203030,India
520057,JTEKTINDIA,Jtekt India Ltd,INE643A01035,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
500228,JSWSTEEL,JSW STEEL LTD.,INE019A01038,Commodities,Metals & Mining,NSE,INR,151040,India
513446,JSWISPL,JSW Ispat Special Products Ltd,INE743C01021,Commodities,Metals & Mining,NSE,INR,151040,India
532642,JSWHL,JSW Holdings Limited,INE824G01012,Financial Services,Financial Services,NSE,INR,40201020,India
533148,JSWENERGY,JSW Energy Ltd,INE121E01018,Utilities,Power,NSE,INR,55103010,India
504080,JSLINDL,JSL INDUSTRIES LTD.,INE581L01018,Industrials,Capital Goods,NSE,INR,40203030,India
505750,JOSTS,JOST'S ENGINEERING CO.LTD.,INE636D01025,Industrials,Capital Goods,NSE,INR,40203030,India
542446,JONJUA,Jonjua Overseas Ltd,INE793Z01027,Services,Services,NSE,INR,20201040,India
534659,JOINTECAED,JOINTECA EDUCATION SOLUTIONS LTD.,INE131N01018,Information Technology,Information Technology,NSE,INR,45,India
531861,JOINDRE,JOINDRE CAPITAL SERVICES LTD.,INE024B01010,Financial Services,Financial Services,NSE,INR,40201020,India
532154,JOHNPHARMA,Johnson Pharmacare Ltd,INE560F01022,Services,Services,NSE,INR,20201040,India
523398,JCHAC,Johnson Controls-Hitachi Air Conditioning India Ltd,INE782A01015,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
500147,COCKERILL,John Cockerill India Ltd-$,INE515A01019,Industrials,Capital Goods,NSE,INR,40203030,India
538834,JMJFIN,JMJ Fintech Ltd,INE242Q01016,Financial Services,Financial Services,NSE,INR,40201020,India
523712,JMGCORP,JMG CORPORATION LTD.,INE745F01011,Industrials,Capital Goods,NSE,INR,40203030,India
511092,JMDVL,JMD Ventures Ltd,INE047E01031,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
523405,JMFINANCIL,JM FINANCIAL LTD.-$,INE780C01023,Financial Services,Financial Services,NSE,INR,40201020,India
538765,JSHL,JLA Infraville Shoppers Ltd,INE401Q01018,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
530007,JKTYRE,JK TYRE & INDUSTRIES LTD.,INE573A01042,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
532162,JKPAPER,JK PAPER LTD.,INE789E01012,Commodities,Forest Materials,NSE,INR,151050,India
500380,JKLAKSHMI,JK LAKSHMI CEMENT LTD.,INE786A01032,Commodities,Construction Materials,NSE,INR,15102010,India
536493,JK AGRI,JK Agri Genetics Ltd,INE690O01011,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
540311,JITFINFRA,JITF Infralogistics Ltd,INE863T01013,Utilities,Utilities,NSE,INR,5510,India
531543,JINDWORLD,JINDAL WORLDWIDE LTD.,INE247D01039,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532286,JINDALSTEL,JINDAL STEEL & POWER LTD.,INE749A01030,Commodities,Metals & Mining,NSE,INR,151040,India
532508,JSL,JINDAL STAINLESS LTD.,INE220G01021,Commodities,Metals & Mining,NSE,INR,151040,India
500378,JINDALSAW,JINDAL SAW LTD.,INE324A01024,Industrials,Capital Goods,NSE,INR,40203030,India
536773,JPOLYINVST,Jindal Poly Investment and Finance Company Ltd,INE147P01019,Financial Services,Financial Services,NSE,INR,40201020,India
500227,JINDALPOLY,JINDAL POLY FILMS LTD.,INE197D01010,Industrials,Capital Goods,NSE,INR,40203030,India
532624,JINDALPHOT,JINDAL PHOTO LTD.,INE796G01012,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
539947,JLL,Jindal Leasefin Ltd,INE919T01013,Financial Services,Financial Services,NSE,INR,40201020,India
507981,JINDHOT,JINDAL HOTELS LTD.,INE726D01016,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
511034,JINDRILL,JINDAL DRILLING & INDUSTRIES LTD.,INE742C01031,Energy,Oil& Gas & Consumable Fuels,NSE,INR,10101020,India
530405,JINDCAP,JINDAL CAPITAL LTD.,INE356F01017,Financial Services,Financial Services,NSE,INR,40201020,India
540651,JIGAR,Jigar Cables Ltd,INE943X01015,Industrials,Capital Goods,NSE,INR,40203030,India
532771,JHS,JHS SVENDGAARD LABORATORIES LTD.,INE544H01014,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
531550,JHACC,JHAVERI CREDITS & CAPITAL LTD.,INE865D01012,Financial Services,Financial Services,NSE,INR,40201020,India
543286,JETMALL,Jetmall Spices and Masala Ltd,INE0D9X01018,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
517063,JETKINGQ,JETKING INFOTRAIN LTD.,INE919C01019,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
538794,JETINFRA,Jet Infraventure Ltd,INE155R01018,Consumer Discretionary,Realty,NSE,INR,2550,India
543420,JETFREIGHT,Jet Freight Logistics Ltd,INE982V01025,Services,Services,NSE,INR,20201040,India
532617,JETAIRWAYS,JET AIRWAYS (INDIA) LTD.,INE802G01018,Services,Services,NSE,INR,20201040,India
524731,JENBURPH,JENBURKT PHARMACEUTICALS LTD.,INE354A01013,Healthcare,Healthcare,NSE,INR,35,India
538837,JSTL,Jeevan Scientific Technology Ltd,INE237B01018,Healthcare,Healthcare,NSE,INR,35,India
524592,JDORGOCHEM,JD ORGOCHEM LTD.,INE263B01022,Commodities,Chemicals,NSE,INR,15101010,India
500223,JCTLTD,JCT LTD.,INE945A01026,Consumer Discretionary,Textiles,NSE,INR,25203030,India
532605,JBMA,JBM AUTO LTD.,INE927D01044,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
506910,JAYSYN,JAYSYNTH DYESTUFF (INDIA) LTD.,INE703C01025,Commodities,Chemicals,NSE,INR,15101010,India
506520,JAYCH,JAYSHREE CHEMICALS LTD.,INE693E01016,Commodities,Chemicals,NSE,INR,15101010,India
500306,JAYKAY,JAYKAY ENTERPRISES LTD.,INE903A01025,Financial Services,Financial Services,NSE,INR,40201020,India
531323,JAYIND,Jayatma Industries Ltd,INE250D01017,Consumer Discretionary,Textiles,NSE,INR,25203030,India
539005,JAYATMA,Jayatma Enterprises Ltd,INE246D01015,Services,Services,NSE,INR,20201040,India
522285,JAYNECOIND,JAYASWAL NECO INDUSTRIES LTD.,INE854B01010,Industrials,Capital Goods,NSE,INR,40203030,India
543544,JAYANT,Jayant Infratech Ltd,INE0KR801019,Industrials,Construction,NSE,INR,20103010,India
524330,JAYAGROGN,JAYANT AGRO-ORGANICS LTD.,INE785A01026,Commodities,Chemicals,NSE,INR,15101010,India
501311,JAYBHCR,JAYABHARAT CREDIT LTD.-$,INE998D01011,Financial Services,Financial Services,NSE,INR,40201020,India
513252,JAYUSH,JAY USHIN LTD.,INE289D01015,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
509715,JAYSHREETEA,JAY SHREE TEA & INDUSTRIES LTD.,INE364A01020,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
520066,JAYBARMARU,JAY BHARAT MARUTI LTD.,INE571B01028,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
526001,JAUSPOL,JAUSS POLYMERS LTD.,INE593O01017,Industrials,Capital Goods,NSE,INR,40203030,India
514318,JATTAINDUS,JATTASHANKAR INDUSTIES LTD.,INE722N01014,Consumer Discretionary,Textiles,NSE,INR,25203030,India
500220,JASCH,JASCH INDUSTRIES LTD.,INE711C01010,Consumer Discretionary,Textiles,NSE,INR,25203030,India
542924,JANUSCORP,Janus Corporation Ltd,INE04OV01018,Diversified,Diversified,NSE,INR,40203030,India
502901,JAMSHRI,Jamshri Realty Ltd-$,INE462D01026,Consumer Discretionary,Realty,NSE,INR,2550,India
520051,JAMNAAUTO,JAMNA AUTO INDUSTRIES LTD.,INE039C01032,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
532209,J&KBANK,JAMMU & KASHMIR BANK LTD.,INE168A01041,Financial Services,Financial Services,NSE,INR,40201020,India
538564,JAMESWARREN,James Warren Tea Ltd,INE718P01017,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
532627,JPPOWER,Jaiprakash Power Ventures Limited,INE351F01018,Utilities,Power,NSE,INR,55103010,India
532532,JPASSOCIAT,JAIPRAKASH ASSOCIATES LTD.,INE455F01025,Industrials,Construction,NSE,INR,20103010,India
505840,JAIPAN,JAIPAN INDUSTRIES LTD.,INE058D01030,Consumer Discretionary,Consumer Durables,NSE,INR,2520,India
505212,JAINEX,JAINEX AAMCOL LTD.,INE280F01019,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
526865,JAINCO,JAINCO PROJECTS (INDIA) LTD.,INE966C01010,Services,Services,NSE,INR,20201040,India
539119,JAINMARMO,Jain Marmo Industries Ltd,INE780Q01015,Commodities,Construction Materials,NSE,INR,15102010,India
500219,JISLJALEQS,JAIN IRRIGATION SYSTEMS LTD.,INE175A01038,Industrials,Capital Goods,NSE,INR,40203030,India
570004,JISLDVREQS,JAIN IRRIGATION SYSTEMS LTD.,IN9175A01010,Industrials,Capital Goods,NSE,INR,40203030,India
514312,JAIHINDS,JAIHIND SYNTHETICS LTD.,INE156E01014,Consumer Discretionary,Textiles,NSE,INR,25203030,India
523467,JAIMATAG,JAI MATA GLASS LTD.,INE250C01027,Commodities,Construction Materials,NSE,INR,15102010,India
512237,JAICORPLTD,JAI CORP LTD.,INE070D01027,Industrials,Capital Goods,NSE,INR,40203030,India
532976,JAIBALAJI,JAI BALAJI INDUSTRIES LTD.,INE091G01018,Commodities,Metals & Mining,NSE,INR,151040,India
507789,JAGSNPHARM,JAGSONPAL PHARMACEUTICALS LTD.,INE048B01027,Healthcare,Healthcare,NSE,INR,35,India
532705,JAGRAN,JAGRAN PRAKASHAN LTD.,INE199G01027,Consumer Discretionary,Media& Entertainment & Publication,NSE,INR,25401030,India
532825,JAGJANANI,JAGJANANI TEXTILES LTD.,INE702H01018,Consumer Discretionary,Textiles,NSE,INR,25203030,India
507155,JAGAJITIND,JAGATJIT INDUSTRIES LTD.,INE574A01016,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
530711,JAGANLAM,JAGAN LAMPS LTD.,INE144C01014,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
538539,JTAPARIA,J. Taparia Projects Ltd,INE075K01013,Financial Services,Financial Services,NSE,INR,40201020,India
530915,JRFOODS,J.R.FOODS LTD.,INE989E01018,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
506522,JLMORI,J.L.MORISON (INDIA) LTD.,INE430D01015,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
532644,JKCEMENT,J.K.CEMENT LTD.,INE823G01014,Commodities,Construction Materials,NSE,INR,15102010,India
523062,JJFINCOR,J.J.FINANCE CORPORATION LTD.,INE584C01011,Financial Services,Financial Services,NSE,INR,40201020,India
506943,JBCHEPHARM,J.B.CHEMICALS & PHARMACEUTICALS LTD.,INE572A01028,Healthcare,Healthcare,NSE,INR,35,India
532940,JKIL,J.KUMAR INFRAPROJECTS LTD.,INE576I01022,Industrials,Construction,NSE,INR,20103010,India
532341,IZMO,IZMO Limited-$,INE848A01014,Information Technology,Information Technology,NSE,INR,45,India
522245,IYKOTHITE,IYKOT HITECH TOOLROOM LTD.,INE079L01013,Industrials,Capital Goods,NSE,INR,40203030,India
507580,IVP,IVP LTD.,INE043C01018,Commodities,Chemicals,NSE,INR,15101010,India
522183,ITL,ITL INDUSTRIES LTD.-$,INE478D01014,Industrials,Capital Goods,NSE,INR,40203030,India
523610,ITI,ITI LTD.,INE248A01017,Telecommunication,Telecommunication,NSE,INR,5010,India
509496,ITDCEM,ITD CEMENTATION INDIA LTD.,INE686A01026,Industrials,Construction,NSE,INR,20103010,India
543806,ITCONS,ITCONS E-Solutions Ltd,INE0O6A01019,Services,Services,NSE,INR,20201040,India
500875,ITC,ITC LTD.,INE154A01025,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
524622,ISTRNETWK,iStreet Network Limited,INE532B01020,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
508807,ISTLTD,IST LTD.,INE684B01029,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
532479,ISMTLTD,ISMT LTD.,INE732F01019,Industrials,Capital Goods,NSE,INR,40203030,India
511609,ISLCONSUL,ISL CONSULTING LTD.,INE569B01022,Financial Services,Financial Services,NSE,INR,40201020,India
506161,ISHWATR,ISHWARSHAKTI HOLDINGS & TRADERS LTD.,INE073I01012,Financial Services,Financial Services,NSE,INR,40201020,India
524400,ISHITADR,ISHITA DRUGS & INDUSTRIES LTD.,INE806D01016,Healthcare,Healthcare,NSE,INR,35,India
531109,ISHANCH,ISHAN DYES & CHEMICALS LTD.,INE561M01018,Commodities,Chemicals,NSE,INR,15101010,India
540134,IISL,Ishaan Infrastructures and Shelters Ltd,INE818R01011,Industrials,Construction,NSE,INR,20103010,India
533033,ISGEC,ISGEC Heavy Engineering Ltd,INE858B01029,Industrials,Construction,NSE,INR,20103010,India
526859,ISFL,ISF LIMITED,INE973B01026,Financial Services,Financial Services,NSE,INR,40201020,India
508918,IRONWOOD,Ironwood Education Ltd,INE791H01011,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
540735,IRIS,IRIS Business Services Ltd,INE864K01010,Information Technology,Information Technology,NSE,INR,45,India
541956,IRCON,IRCON International Ltd,INE962Y01021,Industrials,Construction,NSE,INR,20103010,India
532947,IRB,IRB INFRASTRUCTURE DEVELOPERS LTD.,INE821I01022,Industrials,Construction,NSE,INR,20103010,India
524494,IPCALAB,IPCA LABORATORIES LTD.,INE571A01038,Healthcare,Healthcare,NSE,INR,35,India
523638,IPRINGLTD,IP RINGS LTD.-$,INE558A01019,Consumer Discretionary,Automobile and Auto Components,NSE,INR,25102010,India
500214,IONEXCHANG,ION EXCHANGE (INDIA) LTD.-$,INE570A01014,Industrials,Construction,NSE,INR,20103010,India
524164,IOLCP,IOL CHEMICALS & PHARMACEUTICALS LTD.,INE485C01011,Healthcare,Healthcare,NSE,INR,35,India
504786,INVPRECQ,INVESTMENT & PRECISION CASTINGS LTD.,INE155E01016,Industrials,Capital Goods,NSE,INR,40203030,India
533506,INVENTURE,INVENTURE GROWTH & SECURITIES LTD.,INE878H01024,Financial Services,Financial Services,NSE,INR,40201020,India
533181,ISFT,INTRASOFT TECHNOLOGIES LTD.,INE566K01011,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
500213,ITHL,INTERNATIONAL TRAVEL HOUSE LTD.-$,INE262B01016,Consumer Discretionary,Consumer Services,NSE,INR,252010,India
517044,IDM,INTERNATIONAL DATA MANAGEMENT LTD.,INE649R01010,Services,Services,NSE,INR,20201040,India
509709,INTLCONV*,INTERNATIONAL CONVEYORS LTD.,INE575C01027,Industrials,Capital Goods,NSE,INR,40203030,India
505737,INTLCOMBQ,INTERNATIONAL COMBUSTION (INDIA) LTD.,INE403C01014,Industrials,Capital Goods,NSE,INR,40203030,India
539448,INDIGO,InterGlobe Aviation Ltd,INE646L01027,Services,Services,NSE,INR,20201040,India
539692,IFINSER,Interactive Financial Services Ltd,INE064T01018,Financial Services,Financial Services,NSE,INR,40201020,India
530259,INTSTOIL,INTER STATE OIL CARRIER LTD.,INE003B01014,Services,Services,NSE,INR,20201040,India
511391,INTRGLB,INTER GLOBE FINANCE LTD.,INE661M01016,Financial Services,Financial Services,NSE,INR,40201020,India
532326,INTENTECH,INTENSE TECHNOLOGIES LTD.-$,INE781A01025,Information Technology,Information Technology,NSE,INR,45,India
538835,INTELLECT,Intellect Design Arena Ltd,INE306R01017,Information Technology,Information Technology,NSE,INR,45,India
531889,INTECH,INTEGRATED TECHNOLOGIES LTD.,INE882B01029,Information Technology,Information Technology,NSE,INR,45,India
519606,INTEGFD,INTEGRATED PROTEINS LTD.,INE177M01013,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
539149,ICSL,Integrated Capital Services Ltd,INE682B01023,Services,Services,NSE,INR,20201040,India
536868,INTELSOFT,Integra Telecommunication & Software Ltd,INE256F01019,Information Technology,Information Technology,NSE,INR,45,India
517423,INTEGSW,INTEGRA SWITCHGEAR LTD.,INE0IPL01018,Industrials,Capital Goods,NSE,INR,40203030,India
535958,ESSENTIA,Integra Essentia Ltd,INE418N01035,Fast Moving Consumer Goods,Fast Moving Consumer Goods,NSE,INR,25201010,India
505358,INTEGRAEN,INTEGRA ENGINEERING INDIA LTD.,INE984B01023,Industrials,Capital Goods,NSE,INR,40203030,India
